DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2025
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Total"
"430975 IBARAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"430995 IBIRAPUITA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"431000 IBIRUBA";-;-;-;-;-;1;-;-;-;5;15;5;26;21;20;12;9;4;9;1;128
"431010 IGREJINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"431020 IJUI";1;-;-;-;4;2;1;2;4;4;18;19;22;20;19;10;8;6;1;1;142
"431033 IMBE";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;2;-;-;7
"431036 IMIGRANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3
"431040 INDEPENDENCIA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431050 IRAI";1;1;-;-;2;-;-;-;-;-;1;-;4;5;2;1;5;2;4;-;28
"431060 ITAQUI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431087 JACUIZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431090 JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431110 JAGUARI";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"431120 JULIO DE CASTILHOS";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431125 LAGOAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431130 LAGOA VERMELHA";-;-;-;-;-;-;-;-;-;-;1;-;2;2;3;-;2;1;-;-;11
"431140 LAJEADO";-;-;-;-;-;-;-;1;-;1;-;2;1;9;2;7;14;14;10;2;63
"431160 LIBERATO SALZANO";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;3
"431179 MARATA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;5
"431180 MARAU";-;-;-;-;-;-;-;-;-;3;-;3;-;-;1;-;-;1;1;1;10
"431205 MARQUES DE SOUZA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431240 MONTENEGRO";-;-;-;-;-;-;-;-;-;3;2;2;2;1;7;13;10;10;8;7;65
"431247 MORRO REUTER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431265 NAO-ME-TOQUE";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;3
"431270 NONOAI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431275 NOVA ALVORADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"431280 NOVA ARACA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"431306 NOVA HARTZ";-;-;-;-;-;-;-;-;-;1;1;3;1;1;1;2;1;-;-;-;11
"431310 NOVA PALMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431320 NOVA PETROPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"431330 NOVA PRATA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;4
"431337 NOVA SANTA RITA";-;1;-;1;-;-;-;2;1;1;1;2;1;2;-;5;-;-;1;-;18
"431339 NOVO CABRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;3;2;9
"431340 NOVO HAMBURGO";3;4;2;2;7;2;8;18;19;45;79;123;246;304;261;157;181;109;43;1;1614
"431342 NOVO MACHADO";-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431350 OSORIO";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;3;2;-;-;-;9
"431360 PAIM FILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431365 PALMARES DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431370 PALMEIRA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431380 PALMITINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;4
"431390 PANAMBI";1;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;1;-;1;-;8
"431395 PANTANO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;4
"431400 PARAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"431405 PAROBE";-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;2;-;2;-;1;9
"431410 PASSO FUNDO";-;1;2;1;-;1;2;2;3;4;4;7;9;15;13;18;9;25;32;8;156
"431415 PAVERAMA";-;-;-;-;-;1;-;1;1;6;4;7;12;3;7;7;6;2;2;1;60
"431440 PELOTAS";-;1;-;-;-;-;2;1;-;1;1;3;-;1;1;-;2;3;4;-;20
"431442 PICADA CAFE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431446 PINHAL DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431449 PINHEIRINHO DO VALE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431455 PIRAPO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"431470 PLANALTO";1;1;-;-;-;-;4;11;6;24;22;32;30;46;50;28;26;18;2;6;307
"431475 POCO DAS ANTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431477 PONTAO";-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;-;6
"431480 PORTAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;5
"431490 PORTO ALEGRE";12;14;21;25;29;46;86;153;172;228;413;454;684;509;295;132;100;20;13;5;3411
"431510 PORTO XAVIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431513 POUSO NOVO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431535 QUINZE DE NOVEMBRO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
"431560 RIO GRANDE";-;-;1;-;-;-;-;1;-;-;2;1;-;2;-;-;2;-;1;-;10
"431570 RIO PARDO";-;-;1;-;-;-;1;2;-;1;1;-;-;1;-;-;-;1;1;-;9
"431590 RODEIO BONITO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;3
"431640 ROSARIO DO SUL";-;-;-;-;-;-;-;-;-;-;1;3;1;1;1;-;1;-;1;2;11
"431642 SAGRADA FAMILIA";-;-;-;-;-;-;-;-;1;7;18;5;2;-;4;-;1;1;-;-;39
"431645 SALTO DO JACUI";-;-;-;1;-;-;-;-;4;2;3;13;23;17;16;7;3;5;-;-;94
"431647 SALVADOR DAS MISSOES";-;-;-;-;-;-;-;3;-;-;2;2;-;-;-;-;-;-;-;-;7
"431650 SALVADOR DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"431660 SANANDUVA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"431670 SANTA BARBARA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431675 SANTA CLARA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"431680 SANTA CRUZ DO SUL";2;10;7;5;6;2;1;7;5;2;2;3;10;9;9;8;18;18;8;2;134
"431690 SANTA MARIA";-;-;1;1;1;2;1;3;12;9;5;3;4;16;9;12;8;4;-;-;91
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;3
"431710 SANT'ANA DO LIVRAMENTO";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;3
"431720 SANTA ROSA";1;1;1;-;-;1;2;2;1;3;1;1;1;-;-;1;-;2;1;1;20
"431740 SANTIAGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431750 SANTO ANGELO";-;-;-;-;-;-;-;-;-;-;-;3;1;1;4;-;5;1;2;1;18
"431760 SANTO ANTONIO DA PATRULHA";-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;-;1;-;6
"431770 SANTO ANTONIO DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;3
"431780 SANTO AUGUSTO";-;1;-;-;-;-;-;-;-;-;-;-;-;3;7;-;-;-;-;-;11
"431790 SANTO CRISTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;6
"431800 SAO BORJA";1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;4
"431810 SAO FRANCISCO DE ASSIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431820 SAO FRANCISCO DE PAULA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"431830 SAO GABRIEL";-;-;-;-;-;-;-;6;4;3;2;6;11;8;2;4;3;-;1;-;50
"431840 SAO JERONIMO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;3
"431842 SAO JOAO DA URTIGA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431849 SAO JOSE DO INHACORA";1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431860 SAO JOSE DO OURO";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;5
"431870 SAO LEOPOLDO";1;1;-;-;1;1;-;-;2;1;4;1;-;2;2;10;11;11;3;1;52
"431880 SAO LOURENCO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"431890 SAO LUIZ GONZAGA";-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;5
"431910 SAO MARTINHO";-;-;-;-;-;-;-;-;-;-;-;3;6;10;7;8;4;2;4;-;44
"431915 SAO MIGUEL DAS MISSOES";2;-;-;-;1;-;-;-;-;-;7;6;13;36;13;7;2;1;9;3;100
"431920 SAO NICOLAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431930 SAO PAULO DAS MISSOES";-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
"431950 SAO SEBASTIAO DO CAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431960 SAO SEPE";-;1;-;-;-;-;-;2;6;7;13;17;18;23;16;18;17;25;18;6;187
"431980 SAO VICENTE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431990 SAPIRANGA";-;1;1;1;-;-;1;-;-;-;1;1;4;2;2;-;5;2;2;-;23
"432000 SAPUCAIA DO SUL";-;-;-;-;1;-;1;2;4;-;6;17;10;8;2;12;9;6;2;-;80
"432010 SARANDI";-;-;2;-;1;-;1;1;2;6;1;1;2;3;2;1;-;-;-;-;23
"432020 SEBERI";-;-;-;-;1;-;-;1;-;6;2;4;9;11;7;7;14;7;5;3;77
"432030 SELBACH";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"432032 SENADOR SALGADO FILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"432045 SERIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"432050 SERTAO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432057 SETE DE SETEMBRO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"432070 SOBRADINHO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;-;-;7
"432090 TAPEJARA";-;-;-;-;-;-;-;1;1;-;-;-;6;3;3;2;1;1;1;-;19
"432100 TAPERA";-;-;-;-;-;-;-;-;-;-;1;2;11;17;11;9;16;12;5;3;87
"432120 TAQUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;5;-;-;1;11
"432132 TAQUARUCU DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;4;1;9
"432140 TENENTE PORTELA";1;-;2;1;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;8
"432145 TEUTONIA";-;-;-;-;1;1;1;4;3;10;10;6;15;18;16;11;30;25;36;15;202
"432146 TIO HUGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2
"432150 TORRES";-;-;1;1;-;-;2;1;2;4;2;3;1;2;-;3;2;9;9;-;42
"432160 TRAMANDAI";-;-;-;-;-;-;-;-;1;-;1;2;2;1;-;-;2;1;1;-;11
"432170 TRES COROAS";-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;3;1;-;-;8
"432180 TRES DE MAIO";-;-;-;-;-;-;-;1;-;3;-;1;-;-;1;-;1;-;-;-;7
"432183 TRES FORQUILHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"432190 TRES PASSOS";-;-;1;-;-;-;-;1;1;2;1;2;14;5;4;3;4;2;3;2;45
"432200 TRIUNFO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"432220 TUPANCIRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"432234 UBIRETAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;4
"432240 URUGUAIANA";1;1;-;-;-;-;3;2;-;4;3;2;1;3;3;2;1;1;-;-;27
"432250 VACARIA";-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;3
"432253 VALE DO SOL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"432260 VENANCIO AIRES";-;-;-;-;-;-;-;1;1;2;1;1;1;-;-;3;3;-;2;-;15
"432270 VERA CRUZ";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;4
"432280 VERANOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;4
"432290 VIADUTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;1;3;2;-;12
"432300 VIAMAO";-;-;5;8;17;22;33;89;117;162;435;366;621;880;680;518;462;208;40;7;4670
"432310 VICENTE DUTRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"432340 VILA MARIA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"432370 VISTA GAUCHA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432377 WESTFALIA";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;2;6
"432380 XANGRI-LA";-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;4
"500020 AGUA CLARA";-;-;-;-;1;-;-;-;2;-;2;-;1;1;1;2;1;-;-;-;11
"500025 ALCINOPOLIS";-;-;1;-;-;-;-;-;-;-;2;1;1;-;1;2;3;-;-;-;11
"500060 AMAMBAI";-;-;-;-;-;-;-;-;1;-;2;1;-;3;1;1;24;16;38;1;88
"500070 ANASTACIO";-;-;1;5;1;2;1;1;2;2;1;-;-;4;3;2;3;1;-;1;30
"500085 ANGELICA";-;-;-;-;-;-;-;1;4;5;4;2;6;2;1;-;-;-;-;-;25
"500090 ANTONIO JOAO";-;-;-;1;1;-;-;2;-;-;-;1;2;3;16;22;28;24;40;11;151
"500100 APARECIDA DO TABOADO";10;13;13;20;48;27;38;28;36;24;37;37;12;7;5;-;1;-;2;-;358
"500110 AQUIDAUANA";1;5;5;1;-;1;1;3;1;2;-;-;-;-;-;-;-;-;-;-;20
"500150 BANDEIRANTES";-;-;-;-;-;-;-;-;-;1;-;-;6;3;-;-;-;-;-;-;10
"500190 BATAGUASSU";-;-;3;-;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;-;8
"500200 BATAYPORA";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
"500210 BELA VISTA";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;3
"500215 BODOQUENA";-;-;-;-;-;-;2;-;-;2;-;1;-;-;-;2;-;-;-;1;8
"500220 BONITO";-;-;-;6;5;1;1;2;2;3;3;7;7;3;5;16;11;1;5;-;78
"500230 BRASILANDIA";-;1;2;-;2;1;1;2;-;1;-;-;6;1;5;-;-;-;-;-;22
"500240 CAARAPO";-;1;-;2;-;-;1;2;1;2;1;2;2;8;11;7;3;3;-;-;46
"500260 CAMAPUA";-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3
"500270 CAMPO GRANDE";9;9;11;9;10;13;8;14;22;32;24;50;3;-;2;2;1;3;2;-;224
"500280 CARACOL";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;7;8;19
"500290 CASSILANDIA";2;2;7;8;7;6;4;10;8;6;11;6;11;3;10;8;14;8;22;10;163
"500295 CHAPADAO DO SUL";2;6;8;6;17;13;6;6;19;25;21;27;22;21;23;2;6;-;-;-;230
"500310 CORGUINHO";-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;4
"500315 CORONEL SAPUCAIA";-;-;-;-;1;1;1;1;1;-;-;-;1;-;-;-;-;-;-;-;6
"500320 CORUMBA";2;-;5;2;7;8;10;14;3;1;6;5;4;6;3;4;8;2;-;-;90
"500325 COSTA RICA";4;3;2;7;12;7;14;13;12;14;11;10;23;3;2;2;1;-;1;-;141
"500330 COXIM";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;1;-;4
"500345 DEODAPOLIS";-;-;-;-;-;-;-;1;-;-;-;6;10;17;13;7;13;10;13;6;96
"500350 DOURADINA";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;3
"500370 DOURADOS";1;3;3;4;6;6;6;5;5;13;8;9;6;6;10;6;3;5;2;1;108
"500375 ELDORADO";-;-;-;-;-;2;-;2;2;4;10;8;5;1;-;-;-;-;-;-;34
"500380 FATIMA DO SUL";-;-;-;-;1;-;-;-;-;-;-;4;1;8;1;1;3;-;-;1;20
"500390 FIGUEIRAO";-;-;-;2;1;1;-;6;5;9;10;13;15;14;16;15;8;12;18;11;156
"500400 GLORIA DE DOURADOS";-;-;-;-;-;2;-;-;-;-;-;3;-;-;1;-;-;-;-;-;6
"500430 IGUATEMI";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;2;-;-;6
"500440 INOCENCIA";4;6;16;18;15;16;7;6;4;22;23;18;14;12;13;10;9;5;-;-;218
"500450 ITAPORA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"500460 ITAQUIRAI";-;1;2;4;-;1;-;3;4;8;5;11;18;12;17;8;14;17;30;3;158
"500470 IVINHEMA";1;-;-;2;4;1;6;3;2;8;4;26;24;30;41;13;3;2;-;-;170
"500480 JAPORA";-;11;4;-;15;16;17;21;13;13;11;1;-;3;1;2;2;1;-;-;131
"500500 JARDIM";-;-;-;3;1;2;4;1;1;-;1;1;2;2;1;2;-;9;12;2;44
"500510 JATEI";-;5;21;16;15;12;14;14;7;9;7;7;10;7;14;6;15;5;7;7;198
"500520 LADARIO";-;-;-;-;-;-;2;-;-;1;1;1;1;-;2;2;19;22;10;2;63
"500525 LAGUNA CARAPA";-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;2;-;3;3;-;12
"500540 MARACAJU";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3
"500560 MIRANDA";6;10;3;8;6;6;3;5;2;-;1;-;-;-;-;-;3;11;8;-;72
"500568 MUNDO NOVO";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;4
"500570 NAVIRAI";-;-;2;4;1;2;1;2;4;8;5;13;14;13;9;43;63;53;3;-;240
"500580 NIOAQUE";-;-;-;1;-;-;-;-;-;1;-;3;1;3;-;3;3;3;1;-;19
"500600 NOVA ALVORADA DO SUL";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"500620 NOVA ANDRADINA";-;-;-;1;-;1;-;2;1;6;5;16;8;-;2;-;-;-;1;-;43
"500625 NOVO HORIZONTE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"500627 PARAISO DAS AGUAS";-;1;1;4;3;4;19;6;12;14;19;11;11;7;7;9;10;-;-;-;138
"500630 PARANAIBA";1;-;1;4;3;-;2;-;2;1;1;3;1;-;-;-;-;-;-;-;19
"500635 PARANHOS";1;1;-;-;-;1;1;1;-;-;1;4;4;4;2;9;19;6;3;-;57
"500640 PEDRO GOMES";-;-;-;-;-;2;1;1;-;-;-;1;-;-;-;-;-;-;-;-;5
"500660 PONTA PORA";1;-;-;1;-;-;-;1;-;1;1;2;3;2;-;2;2;2;1;-;19
"500690 PORTO MURTINHO";-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;4
"500710 RIBAS DO RIO PARDO";-;2;-;1;2;3;-;5;2;19;17;17;18;21;12;14;11;-;1;-;145
"500720 RIO BRILHANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"500730 RIO NEGRO";-;-;1;1;2;1;1;1;-;2;-;2;4;-;2;1;-;-;1;1;20
"500740 RIO VERDE DE MATO GROSSO";-;-;-;-;1;-;1;-;-;-;-;1;6;2;3;2;2;-;1;-;19
"500750 ROCHEDO";-;1;-;-;-;2;-;4;4;-;11;3;5;4;2;1;3;-;1;-;41
"500755 SANTA RITA DO PARDO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"500769 SAO GABRIEL DO OESTE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"500770 SETE QUEDAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"500780 SELVIRIA";-;2;1;1;5;1;-;-;3;2;-;-;-;-;-;-;-;-;-;-;15
"500790 SIDROLANDIA";1;1;1;-;2;1;3;4;2;2;2;6;5;4;5;12;32;28;23;11;145
"500793 SONORA";2;1;-;-;3;3;16;5;2;6;14;10;17;15;28;48;63;65;61;-;359
"500795 TACURU";-;-;-;-;-;-;-;1;1;-;-;-;-;2;1;3;3;5;2;-;18
"500797 TAQUARUSSU";-;-;-;-;-;-;-;-;-;-;-;-;-;3;5;2;1;2;7;5;25
"500800 TERENOS";1;-;-;2;-;1;-;-;2;1;2;3;10;-;-;1;1;-;-;-;24
"500830 TRES LAGOAS";12;18;16;19;18;29;32;22;17;24;25;25;12;18;16;6;8;1;-;-;318
"500840 VICENTINA";-;-;2;-;-;-;-;1;1;-;-;4;2;2;8;9;28;-;-;-;57
"510010 ACORIZAL";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"510020 AGUA BOA";4;3;4;4;8;9;8;6;6;9;3;-;2;2;-;-;5;9;-;-;82
"510025 ALTA FLORESTA";5;7;13;2;15;8;13;25;13;13;27;20;19;17;26;13;15;7;11;2;271
"510030 ALTO ARAGUAIA";-;2;1;3;3;5;2;-;-;-;2;1;-;-;-;-;-;1;-;1;21
"510035 ALTO BOA VISTA";-;-;-;1;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"510040 ALTO GARCAS";2;-;2;2;8;10;11;10;6;3;-;1;1;-;-;-;-;-;-;-;56
"510050 ALTO PARAGUAI";-;-;-;-;1;-;2;1;1;2;1;3;-;1;-;-;-;1;-;-;13
"510060 ALTO TAQUARI";-;-;3;8;4;1;2;-;-;2;3;2;8;5;4;5;3;3;4;-;57
"510080 APIACAS";6;11;13;3;26;15;24;34;33;33;23;20;28;12;29;15;16;13;6;-;360
"510100 ARAGUAIANA";16;10;24;18;6;9;10;5;3;1;2;2;1;5;2;6;3;5;1;3;132
"510125 ARAPUTANGA";9;14;17;13;13;-;1;5;4;6;3;-;2;-;-;1;-;-;1;-;89
"510130 ARENAPOLIS";2;2;3;8;5;3;5;3;4;9;5;4;-;3;3;1;3;1;-;-;64
"510140 ARIPUANA";6;7;2;5;3;8;7;5;3;6;13;15;20;9;7;3;8;5;2;-;134
"510160 BARAO DE MELGACO";-;2;2;-;2;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;11
"510170 BARRA DO BUGRES";1;2;1;2;1;-;2;-;1;1;-;3;-;-;-;1;3;-;-;-;18
"510180 BARRA DO GARCAS";3;7;12;7;14;6;30;31;17;15;15;19;10;8;10;11;10;8;5;2;240
"510185 BOM JESUS DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"510190 BRASNORTE";1;2;3;9;2;7;5;2;6;5;2;5;7;6;7;3;-;1;-;-;73
"510250 CACERES";93;109;107;105;115;147;125;126;83;70;74;62;61;62;48;61;67;65;61;13;1654
"510260 CAMPINAPOLIS";4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;8
"510263 CAMPO NOVO DO PARECIS";-;2;2;2;6;4;1;1;3;-;6;5;4;4;2;4;15;6;-;-;67
"510267 CAMPO VERDE";2;4;3;4;17;12;16;20;18;7;9;6;3;2;3;6;1;-;1;-;134
"510268 CAMPOS DE JULIO";-;-;2;-;1;3;2;-;-;-;3;-;1;3;1;-;-;-;-;1;17
"510269 CANABRAVA DO NORTE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
"510270 CANARANA";1;2;2;2;1;1;1;-;3;2;1;8;3;5;6;3;16;10;8;1;76
"510279 CARLINDA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"510285 CASTANHEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"510300 CHAPADA DOS GUIMARAES";5;4;1;9;20;39;21;13;11;10;-;6;3;4;9;3;2;12;-;-;172
"510305 CLAUDIA";29;23;11;5;8;2;4;4;3;3;1;5;2;4;3;4;7;1;-;-;119
"510310 COCALINHO";-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"510320 COLIDER";11;12;21;29;19;31;33;36;23;27;35;25;22;39;50;51;50;43;93;35;685
"510325 COLNIZA";1;-;-;-;1;5;8;14;15;6;14;8;8;4;6;2;3;2;1;-;98
"510330 COMODORO";1;3;4;1;3;7;6;7;3;-;-;2;4;5;14;1;3;1;-;-;65
"510335 CONFRESA";1;-;1;-;1;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;8
